Plant_ID,Product Card Id,Product Name,Order_Date,Weekly_Demand,Beginning_Inventory,Weekly_Capacity,Baseline_Available_Capacity,ABC_Class,Planning_Priority,Planning_Key,Scenario,Scenario_Demand,Scenario_Capacity,Net_Demand,Allocated_Qty,Backlog,Remaining_Capacity,Allocation_Order,Allocation_Strategy,Allocation_Reason
P3,1073,Pelican Sunstream 100 Kayak,2017-03-12,101,242.0,913,155,B,2,P3|1073|2017-03-12,Capacity_Disruption_P1_20pct,101.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-03-19,413,1358.0,913,159,A,3,P3|1014|2017-03-19,Capacity_Disruption_P1_20pct,413.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-03-19,103,88.0,913,159,B,2,P3|957|2017-03-19,Capacity_Disruption_P1_20pct,103.0,913,15.0,15.0,0.0,898.0,2,Priority First,Demand Fully Satisfied
P3,977,ENO Atlas Hammock Straps,2017-03-19,5,17.0,913,159,B,2,P3|977|2017-03-19,Capacity_Disruption_P1_20pct,5.0,913,0.0,0.0,0.0,898.0,3,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-03-19,115,178.0,913,159,B,2,P3|1004|2017-03-19,Capacity_Disruption_P1_20pct,115.0,913,0.0,0.0,0.0,898.0,4,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-03-19,118,141.0,913,159,B,2,P3|1073|2017-03-19,Capacity_Disruption_P1_20pct,118.0,913,0.0,0.0,0.0,898.0,5,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-03-26,358,2563.0,913,235,A,3,P3|1014|2017-03-26,Capacity_Disruption_P1_20pct,358.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-03-26,107,406.0,913,235,B,2,P3|957|2017-03-26,Capacity_Disruption_P1_20pct,107.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,977,ENO Atlas Hammock Straps,2017-03-26,6,35.0,913,235,B,2,P3|977|2017-03-26,Capacity_Disruption_P1_20pct,6.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-03-26,105,512.0,913,235,B,2,P3|1004|2017-03-26,Capacity_Disruption_P1_20pct,105.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-03-26,102,458.0,913,235,B,2,P3|1073|2017-03-26,Capacity_Disruption_P1_20pct,102.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-04-02,432,2205.0,913,127,A,3,P3|1014|2017-04-02,Capacity_Disruption_P1_20pct,432.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-04-02,92,299.0,913,127,B,2,P3|957|2017-04-02,Capacity_Disruption_P1_20pct,92.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,977,ENO Atlas Hammock Straps,2017-04-02,14,29.0,913,127,B,2,P3|977|2017-04-02,Capacity_Disruption_P1_20pct,14.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-04-02,124,407.0,913,127,B,2,P3|1004|2017-04-02,Capacity_Disruption_P1_20pct,124.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-04-02,124,356.0,913,127,B,2,P3|1073|2017-04-02,Capacity_Disruption_P1_20pct,124.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-04-09,422,1773.0,913,140,A,3,P3|1014|2017-04-09,Capacity_Disruption_P1_20pct,422.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,977,ENO Atlas Hammock Straps,2017-04-09,20,15.0,913,140,B,2,P3|977|2017-04-09,Capacity_Disruption_P1_20pct,20.0,913,5.0,5.0,0.0,908.0,2,Priority First,Demand Fully Satisfied
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-04-09,99,207.0,913,140,B,2,P3|957|2017-04-09,Capacity_Disruption_P1_20pct,99.0,913,0.0,0.0,0.0,908.0,3,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-04-09,126,283.0,913,140,B,2,P3|1004|2017-04-09,Capacity_Disruption_P1_20pct,126.0,913,0.0,0.0,0.0,908.0,4,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-04-09,106,232.0,913,140,B,2,P3|1073|2017-04-09,Capacity_Disruption_P1_20pct,106.0,913,0.0,0.0,0.0,908.0,5,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-04-16,435,1351.0,913,129,A,3,P3|1014|2017-04-16,Capacity_Disruption_P1_20pct,435.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,977,ENO Atlas Hammock Straps,2017-04-16,25,0.0,913,129,B,2,P3|977|2017-04-16,Capacity_Disruption_P1_20pct,25.0,913,25.0,25.0,0.0,888.0,2,Priority First,Demand Fully Satisfied
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-04-16,96,108.0,913,129,B,2,P3|957|2017-04-16,Capacity_Disruption_P1_20pct,96.0,913,0.0,0.0,0.0,888.0,3,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-04-16,115,157.0,913,129,B,2,P3|1004|2017-04-16,Capacity_Disruption_P1_20pct,115.0,913,0.0,0.0,0.0,888.0,4,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-04-16,113,126.0,913,129,B,2,P3|1073|2017-04-16,Capacity_Disruption_P1_20pct,113.0,913,0.0,0.0,0.0,888.0,5,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-04-23,394,2563.0,913,161,A,3,P3|1014|2017-04-23,Capacity_Disruption_P1_20pct,394.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-04-23,111,406.0,913,161,B,2,P3|957|2017-04-23,Capacity_Disruption_P1_20pct,111.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,977,ENO Atlas Hammock Straps,2017-04-23,3,35.0,913,161,B,2,P3|977|2017-04-23,Capacity_Disruption_P1_20pct,3.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-04-23,126,512.0,913,161,B,2,P3|1004|2017-04-23,Capacity_Disruption_P1_20pct,126.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-04-23,107,458.0,913,161,B,2,P3|1073|2017-04-23,Capacity_Disruption_P1_20pct,107.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-04-23,8,129.0,913,161,C,1,P3|981|2017-04-23,Capacity_Disruption_P1_20pct,8.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-04-23,3,43.0,913,161,C,1,P3|982|2017-04-23,Capacity_Disruption_P1_20pct,3.0,913,0.0,0.0,0.0,913.0,7,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-04-30,466,2169.0,913,94,A,3,P3|1014|2017-04-30,Capacity_Disruption_P1_20pct,466.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-04-30,100,295.0,913,94,B,2,P3|957|2017-04-30,Capacity_Disruption_P1_20pct,100.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-04-30,116,386.0,913,94,B,2,P3|1004|2017-04-30,Capacity_Disruption_P1_20pct,116.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-04-30,121,351.0,913,94,B,2,P3|1073|2017-04-30,Capacity_Disruption_P1_20pct,121.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-04-30,13,121.0,913,94,C,1,P3|981|2017-04-30,Capacity_Disruption_P1_20pct,13.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-04-30,3,40.0,913,94,C,1,P3|982|2017-04-30,Capacity_Disruption_P1_20pct,3.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-05-07,434,1703.0,913,110,A,3,P3|1014|2017-05-07,Capacity_Disruption_P1_20pct,434.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-05-07,111,195.0,913,110,B,2,P3|957|2017-05-07,Capacity_Disruption_P1_20pct,111.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-05-07,128,270.0,913,110,B,2,P3|1004|2017-05-07,Capacity_Disruption_P1_20pct,128.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-05-07,117,230.0,913,110,B,2,P3|1073|2017-05-07,Capacity_Disruption_P1_20pct,117.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-05-07,10,108.0,913,110,C,1,P3|981|2017-05-07,Capacity_Disruption_P1_20pct,10.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-05-07,3,37.0,913,110,C,1,P3|982|2017-05-07,Capacity_Disruption_P1_20pct,3.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-05-14,373,1269.0,913,202,A,3,P3|1014|2017-05-14,Capacity_Disruption_P1_20pct,373.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-05-14,113,84.0,913,202,B,2,P3|957|2017-05-14,Capacity_Disruption_P1_20pct,113.0,913,29.0,29.0,0.0,884.0,2,Priority First,Demand Fully Satisfied
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-05-14,115,142.0,913,202,B,2,P3|1004|2017-05-14,Capacity_Disruption_P1_20pct,115.0,913,0.0,0.0,0.0,884.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-05-14,104,113.0,913,202,B,2,P3|1073|2017-05-14,Capacity_Disruption_P1_20pct,104.0,913,0.0,0.0,0.0,884.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-05-14,1,98.0,913,202,C,1,P3|981|2017-05-14,Capacity_Disruption_P1_20pct,1.0,913,0.0,0.0,0.0,884.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-05-14,5,34.0,913,202,C,1,P3|982|2017-05-14,Capacity_Disruption_P1_20pct,5.0,913,0.0,0.0,0.0,884.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-05-21,366,2563.0,913,222,A,3,P3|1014|2017-05-21,Capacity_Disruption_P1_20pct,366.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-05-21,90,406.0,913,222,B,2,P3|957|2017-05-21,Capacity_Disruption_P1_20pct,90.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-05-21,114,512.0,913,222,B,2,P3|1004|2017-05-21,Capacity_Disruption_P1_20pct,114.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-05-21,111,458.0,913,222,B,2,P3|1073|2017-05-21,Capacity_Disruption_P1_20pct,111.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-05-21,7,97.0,913,222,C,1,P3|981|2017-05-21,Capacity_Disruption_P1_20pct,7.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-05-21,3,29.0,913,222,C,1,P3|982|2017-05-21,Capacity_Disruption_P1_20pct,3.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-05-28,413,2197.0,913,169,A,3,P3|1014|2017-05-28,Capacity_Disruption_P1_20pct,413.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-05-28,88,316.0,913,169,B,2,P3|957|2017-05-28,Capacity_Disruption_P1_20pct,88.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-05-28,128,398.0,913,169,B,2,P3|1004|2017-05-28,Capacity_Disruption_P1_20pct,128.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-05-28,109,347.0,913,169,B,2,P3|1073|2017-05-28,Capacity_Disruption_P1_20pct,109.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-05-28,1,90.0,913,169,C,1,P3|981|2017-05-28,Capacity_Disruption_P1_20pct,1.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-05-28,5,26.0,913,169,C,1,P3|982|2017-05-28,Capacity_Disruption_P1_20pct,5.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-06-04,436,1784.0,913,129,A,3,P3|1014|2017-06-04,Capacity_Disruption_P1_20pct,436.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-06-04,107,228.0,913,129,B,2,P3|957|2017-06-04,Capacity_Disruption_P1_20pct,107.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-06-04,111,270.0,913,129,B,2,P3|1004|2017-06-04,Capacity_Disruption_P1_20pct,111.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-06-04,121,238.0,913,129,B,2,P3|1073|2017-06-04,Capacity_Disruption_P1_20pct,121.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-06-04,8,89.0,913,129,C,1,P3|981|2017-06-04,Capacity_Disruption_P1_20pct,8.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-06-04,1,21.0,913,129,C,1,P3|982|2017-06-04,Capacity_Disruption_P1_20pct,1.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-06-11,365,1348.0,913,225,A,3,P3|1014|2017-06-11,Capacity_Disruption_P1_20pct,365.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-06-11,90,121.0,913,225,B,2,P3|957|2017-06-11,Capacity_Disruption_P1_20pct,90.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-06-11,112,159.0,913,225,B,2,P3|1004|2017-06-11,Capacity_Disruption_P1_20pct,112.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-06-11,103,117.0,913,225,B,2,P3|1073|2017-06-11,Capacity_Disruption_P1_20pct,103.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-06-11,16,81.0,913,225,C,1,P3|981|2017-06-11,Capacity_Disruption_P1_20pct,16.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-06-11,2,20.0,913,225,C,1,P3|982|2017-06-11,Capacity_Disruption_P1_20pct,2.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-06-18,356,2563.0,913,228,A,3,P3|1014|2017-06-18,Capacity_Disruption_P1_20pct,356.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-06-18,109,406.0,913,228,B,2,P3|957|2017-06-18,Capacity_Disruption_P1_20pct,109.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-06-18,126,512.0,913,228,B,2,P3|1004|2017-06-18,Capacity_Disruption_P1_20pct,126.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-06-18,88,458.0,913,228,B,2,P3|1073|2017-06-18,Capacity_Disruption_P1_20pct,88.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-06-18,3,65.0,913,228,C,1,P3|981|2017-06-18,Capacity_Disruption_P1_20pct,3.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-06-18,3,18.0,913,228,C,1,P3|982|2017-06-18,Capacity_Disruption_P1_20pct,3.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-06-25,341,2207.0,913,223,A,3,P3|1014|2017-06-25,Capacity_Disruption_P1_20pct,341.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-06-25,99,297.0,913,223,B,2,P3|957|2017-06-25,Capacity_Disruption_P1_20pct,99.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-06-25,137,386.0,913,223,B,2,P3|1004|2017-06-25,Capacity_Disruption_P1_20pct,137.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-06-25,110,370.0,913,223,B,2,P3|1073|2017-06-25,Capacity_Disruption_P1_20pct,110.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-06-25,2,62.0,913,223,C,1,P3|981|2017-06-25,Capacity_Disruption_P1_20pct,2.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-06-25,1,15.0,913,223,C,1,P3|982|2017-06-25,Capacity_Disruption_P1_20pct,1.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-07-02,378,1866.0,913,187,A,3,P3|1014|2017-07-02,Capacity_Disruption_P1_20pct,378.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-07-02,85,198.0,913,187,B,2,P3|957|2017-07-02,Capacity_Disruption_P1_20pct,85.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-07-02,130,249.0,913,187,B,2,P3|1004|2017-07-02,Capacity_Disruption_P1_20pct,130.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-07-02,121,260.0,913,187,B,2,P3|1073|2017-07-02,Capacity_Disruption_P1_20pct,121.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-07-02,11,60.0,913,187,C,1,P3|981|2017-07-02,Capacity_Disruption_P1_20pct,11.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-07-02,1,14.0,913,187,C,1,P3|982|2017-07-02,Capacity_Disruption_P1_20pct,1.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-07-09,400,1488.0,913,165,A,3,P3|1014|2017-07-09,Capacity_Disruption_P1_20pct,400.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-07-09,124,119.0,913,165,B,2,P3|1004|2017-07-09,Capacity_Disruption_P1_20pct,124.0,913,5.0,5.0,0.0,908.0,2,Priority First,Demand Fully Satisfied
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-07-09,94,113.0,913,165,B,2,P3|957|2017-07-09,Capacity_Disruption_P1_20pct,94.0,913,0.0,0.0,0.0,908.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-07-09,124,139.0,913,165,B,2,P3|1073|2017-07-09,Capacity_Disruption_P1_20pct,124.0,913,0.0,0.0,0.0,908.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-07-09,5,49.0,913,165,C,1,P3|981|2017-07-09,Capacity_Disruption_P1_20pct,5.0,913,0.0,0.0,0.0,908.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-07-09,1,13.0,913,165,C,1,P3|982|2017-07-09,Capacity_Disruption_P1_20pct,1.0,913,0.0,0.0,0.0,908.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-07-16,409,2563.0,913,173,A,3,P3|1014|2017-07-16,Capacity_Disruption_P1_20pct,409.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-07-16,96,406.0,913,173,B,2,P3|957|2017-07-16,Capacity_Disruption_P1_20pct,96.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-07-16,108,512.0,913,173,B,2,P3|1004|2017-07-16,Capacity_Disruption_P1_20pct,108.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-07-16,110,458.0,913,173,B,2,P3|1073|2017-07-16,Capacity_Disruption_P1_20pct,110.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-07-16,12,44.0,913,173,C,1,P3|981|2017-07-16,Capacity_Disruption_P1_20pct,12.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-07-16,5,12.0,913,173,C,1,P3|982|2017-07-16,Capacity_Disruption_P1_20pct,5.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-07-23,381,2154.0,913,164,A,3,P3|1014|2017-07-23,Capacity_Disruption_P1_20pct,381.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-07-23,109,310.0,913,164,B,2,P3|957|2017-07-23,Capacity_Disruption_P1_20pct,109.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-07-23,119,404.0,913,164,B,2,P3|1004|2017-07-23,Capacity_Disruption_P1_20pct,119.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-07-23,112,348.0,913,164,B,2,P3|1073|2017-07-23,Capacity_Disruption_P1_20pct,112.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-07-23,26,32.0,913,164,C,1,P3|981|2017-07-23,Capacity_Disruption_P1_20pct,26.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-07-23,2,7.0,913,164,C,1,P3|982|2017-07-23,Capacity_Disruption_P1_20pct,2.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-07-30,364,1773.0,913,250,A,3,P3|1014|2017-07-30,Capacity_Disruption_P1_20pct,364.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-07-30,90,201.0,913,250,B,2,P3|957|2017-07-30,Capacity_Disruption_P1_20pct,90.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-07-30,129,285.0,913,250,B,2,P3|1004|2017-07-30,Capacity_Disruption_P1_20pct,129.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-07-30,74,236.0,913,250,B,2,P3|1073|2017-07-30,Capacity_Disruption_P1_20pct,74.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-07-30,3,6.0,913,250,C,1,P3|981|2017-07-30,Capacity_Disruption_P1_20pct,3.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-07-30,3,5.0,913,250,C,1,P3|982|2017-07-30,Capacity_Disruption_P1_20pct,3.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-08-06,383,1409.0,913,196,A,3,P3|1014|2017-08-06,Capacity_Disruption_P1_20pct,383.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-08-06,90,111.0,913,196,B,2,P3|957|2017-08-06,Capacity_Disruption_P1_20pct,90.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-08-06,111,156.0,913,196,B,2,P3|1004|2017-08-06,Capacity_Disruption_P1_20pct,111.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-08-06,118,162.0,913,196,B,2,P3|1073|2017-08-06,Capacity_Disruption_P1_20pct,118.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-08-06,12,3.0,913,196,C,1,P3|981|2017-08-06,Capacity_Disruption_P1_20pct,12.0,913,9.0,9.0,0.0,904.0,5,Priority First,Demand Fully Satisfied
P3,982,insta-bed Neverflat Air Mattress,2017-08-06,3,2.0,913,196,C,1,P3|982|2017-08-06,Capacity_Disruption_P1_20pct,3.0,913,1.0,1.0,0.0,903.0,6,Priority First,Demand Fully Satisfied
P3,1014,O'Brien Men's Neoprene Life Vest,2017-08-13,378,2563.0,913,185,A,3,P3|1014|2017-08-13,Capacity_Disruption_P1_20pct,378.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-08-13,89,406.0,913,185,B,2,P3|957|2017-08-13,Capacity_Disruption_P1_20pct,89.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
